v,steering_angle_v,X,Y,Theta(orientation),Psi(steering_angle)
0.141998293642885,0,1,0,0,0
0.920967501085702,-12.1238640312682,1,0,0,-12.1238640312682
0.700790747395153,-5.78277352498042,0.99771913928543,-0.0675019933301338,-0.798045442012159,-5.78277352498042
0.190091470344966,-5.47463434593502,0.98815164993808,-0.153480672153371,-1,-5.47463434593502
0.86734208784408,-10.5794521299095,0.96789250772442,-0.251364463460794,-1,-10.5794521299095
0.41847039545815,-12.0519473891947,0.937962503516304,-0.346736704139362,-1,-12.0519473891947
0.231936465125501,-6.67977019561444,0.898660688022235,-0.438644466286085,-1,-6.67977019561444
0.156169364301567,-4.49767769188512,0.850379751991176,-0.52616943792226,-1,-4.49767769188512
0.73850581643102,-6.86896751321339,0.793602102576394,-0.608437098463207,-1,-6.86896751321339
0.0672567561581995,-1.93699457735615,0.728895043282646,-0.684625456638876,-1,-1.93699457735615
0.384300750859222,-11.0678616247456,0.656905105657086,-0.753973263558896,-1,-11.0678616247456
0.942719690940678,-12.7503270990915,0.578351589359758,-0.815787618859861,-1,-12.7503270990915
0.289845639974738,8.34755443127246,0.494019375159166,-0.869450893936712,-1,8.34755443127246
0.435671055426668,12.547326396288,0.456884421354607,-0.889526067928009,0.0493973992569406,12.547326396288
0.323428556007998,9.31474241303035,0.519962380197518,-0.85418916123967,0.924952029737539,9.31474241303035
8.63740826427816,10.4757358011211,5.17070860119675,-6.91871332585262,8.63740826427816,10.4757358011211
0.892069772301274,11.2916094422767,0.997871857223595,-0.0652054948691734,1,11.2916094422767
0.166630675162482,0.479896344467949,0.999396341688133,0.0347412178885048,1,0.479896344467949
0.561757455841525,1.61786147282359,0.990935188263032,0.134340807880961,1,1.61786147282359
0.145756032851411,4.19777374612064,0.97257293799643,0.232598108928238,1,4.19777374612064
7.21644133665433,6.38335104956448,6.81587876342141,2.37082733401536,7.21644133665433,6.38335104956448
