v,"steering_angle_v,X,Y,Theta(orientation),Psi(steering_angle)"
1.09479593164045,0
1.09479593164045,0
1.09479593164045,0
1.09479593164045,0
1.09479593164045,0
0.235223081072431,0
3.39432358434159,0
3.39648202918306,0
4.67346447970414,0
1.9175103874493,0
2.59708186033977,0
4.15482673056183,0
0.172860552637307,0
0.267308175222626,0
0.267308175222626,0
1.32425048333791,-9.53460348003293
1.32425048333791,-9.53460348003293
1.32425048333791,-9.53460348003293
1.32425048333791,-9.53460348003293
1.32425048333791,-9.53460348003293
1.67787346019311,-12.0806889133904
1.67787346019311,-12.0806889133904
1.67787346019311,-12.0806889133904
0.0192454655278686,-0.138567351800654
0.958539126887237,-6.90148171358811
0.167105593796403,-1.2031602753341
1.04371493614452,-7.51474754024052
1.71693178090124,-12.3619088224889
1.47244160714207,-10.6015795714229
6.97827371045867,-16.7478569051008
6.3462516788143,15.2310040291543
3.95196583189627,9.48471799655106
3.95196583189627,9.48471799655106
3.95196583189627,9.48471799655106
3.95196583189627,9.48471799655106
3.95196583189627,9.48471799655106
0.689736680681695,1.65536803363607
1.63479740574714,11.7705413213794
3.11999517638236,7.48798842331767
1.75297648611151,-12.6214307000029
2.27580207622415,-16.3857749488138
2.27580207622415,-16.3857749488138
2.27580207622415,-16.3857749488138
2.27580207622415,-16.3857749488138
1.90549509921367,-13.7195647143384
1.90549509921367,-13.7195647143384
0.656132484160425,-4.72415388595506
0.355983852807425,0.85436124673782
5.52061413439019,-13.2494739225365
5.52061413439019,-13.2494739225365
5.52061413439019,-13.2494739225365
5.52061413439019,-13.2494739225365
5.52061413439019,-13.2494739225365
2.46175669597544,-5.90821607034105
2.46175669597544,-5.90821607034105
1.58159641971886,-11.3874942219758
1.89102621487855,-13.6153887471256
7.43278039150535,-17.8386729396128
0.913346676814066,6.57609607306127
1.85279164200313,4.44669994080751
7.36912714660593,17.6859051518542
7.36912714660593,17.6859051518542
7.36912714660593,17.6859051518542
7.36912714660593,17.6859051518542
5.41995300581677,-13.0078872139602
5.41995300581677,-13.0078872139602
5.6501687623794,13.5604050297106
5.6501687623794,13.5604050297106
5.6501687623794,13.5604050297106
4.88638931065164,-11.7273343455639
4.88638931065164,-11.7273343455639
4.88638931065164,-11.7273343455639
4.88638931065164,-11.7273343455639
4.88638931065164,-11.7273343455639
0.545144122114938,-1.30834589307585
4.73726038575976,-11.3694249258234
4.73726038575976,-11.3694249258234
4.73726038575976,-11.3694249258234
4.73726038575976,-11.3694249258234
4.73726038575976,-11.3694249258234
2.2117678214385,15.9247283143572
2.2117678214385,15.9247283143572
2.2117678214385,15.9247283143572
2.2117678214385,15.9247283143572
2.04532475073138,4.90877940175532
2.04532475073138,4.90877940175532
2.04532475073138,4.90877940175532
2.04532475073138,4.90877940175532
2.04532475073138,4.90877940175532
2.04532475073138,4.90877940175532
2.04532475073138,4.90877940175532
3.27308554238318,-7.85540530171963
3.27308554238318,-7.85540530171963
5.74871083407137,-13.7969060017713
5.74871083407137,-13.7969060017713
5.74871083407137,-13.7969060017713
1.1943294125117,8.59917177008426
1.1943294125117,8.59917177008426
0.594436084197106,4.27993980621916
0.687267100758509,-4.94832312546127
2.694487344797,6.46676962751279
1.24880400311612,2.99712960747868
1.24880400311612,2.99712960747868
1.24880400311612,2.99712960747868
3.64888037259173,8.75731289422014
3.64888037259173,8.75731289422014
2.2441407163833,16.1578131579598
6.81906076232859,16.3657458295886
0.454232456606921,-1.09015789585661
2.26163273084053,16.2837556620518
2.26163273084053,16.2837556620518
2.26163273084053,16.2837556620518
2.26163273084053,16.2837556620518
2.26163273084053,16.2837556620518
3.78392171058055,9.08141210539332
1.2907299091065,-9.29325534556678
0.79758235290534,5.74259294091845
2.46660528004477,-17.7595580163223
2.46660528004477,-17.7595580163223
2.46660528004477,-17.7595580163223
3.70482513737158,8.8915803296918
3.70482513737158,8.8915803296918
1.99608380417157,4.79060113001177
0.680496711600803,-1.63319210784193
7.10823187469888,-17.0597564992773
7.10823187469888,-17.0597564992773
7.10823187469888,-17.0597564992773
7.10823187469888,-17.0597564992773
0.553118064092993,-1.32748335382318
0.553118064092993,-1.32748335382318
0.553118064092993,-1.32748335382318
3.75530321093057,9.01272770623338
3.75530321093057,9.01272770623338
0.960355370054187,-6.91455866439015
0.692704500720233,-4.98747240518568
0.692704500720233,-4.98747240518568
0.692704500720233,-4.98747240518568
6.85363081486599,16.4487139556784
6.85363081486599,16.4487139556784
6.85363081486599,16.4487139556784
6.85363081486599,16.4487139556784
3.97310545270942,-9.5354530865026
3.97310545270942,-9.5354530865026
3.97310545270942,-9.5354530865026
3.97310545270942,-9.5354530865026
3.97310545270942,-9.5354530865026
1.16111456237785,8.36002484912054
7.05734965370845,16.9376391689003
7.05734965370845,16.9376391689003
7.05734965370845,16.9376391689003
7.05734965370845,16.9376391689003
7.05734965370845,16.9376391689003
